Year,Month,mean,variance,median,std_dev,skewness,kurtosis,q25,q75,IQR
1978,1,5.59125,15.944954687500001,6.625,3.993113407793473,0.5386690138138069,3.5298638296386313,3.5,7.5,4
1978,2,7.0494376757263355,23.38342432381868,7.5,4.835641045799273,0.4618474534421654,2.750903266166065,3.5,8.06818181818182,4.56818181818182
1978,3,6.6514378478664185,18.096281102886422,7.49242424242424,4.25397239094078,0.41412775566068305,3.005095138592952,3.5,7.5,4
1978,4,7.046293517406963,15.358229919744009,7.5,3.9189577593722555,0.35908819365550715,3.6681908446050917,5,7.61029411764706,2.6102941176470598
1978,5,7.1829446064139955,25.476495869068163,7.5,5.047424676908825,0.3049189443833526,2.416688234079258,3.5,12,8.5
1978,6,6.945542380324989,22.51258686808896,7.5,4.744743077142213,0.2991590448068764,2.777956737631933,3.5,8.06521739130435,4.5652173913043494
1978,7,6.894372294372293,21.384909578156332,7.5,4.624382075278419,0.2086231148042188,2.674952237007978,3.5,7.91428571428571,4.41428571428571
1978,8,8.370005748778384,29.65468785385082,9.69718309859155,5.445611797938852,-0.03883121358279462,2.0737134246507756,3.5,12,8.5
1978,9,7.280840694486749,22.877133205153534,7.5,4.783004621067549,0.26232513460534945,2.649880528308861,3.5,8.41791044776119,4.917910447761191
1978,10,7.473520923520924,18.226773090625905,7.5,4.269282503023887,-0.0013879969636284573,2.8567140962553865,5,12,7
1978,11,7.942076830732294,23.575669163223512,7.5,4.855478263078058,0.047848124664062186,2.473848312287944,5,12,7
1978,12,7.7138021234036,16.922742466966344,7.5,4.113726105000957,-0.015035800008457167,3.135149609466378,5,12,7
1979,1,8.175925925925926,19.802032672403044,7.5,4.449947490971443,0.039569251174872644,2.8849482873575654,5,12,7
1979,2,8.878723110865968,27.699667540407287,10.0472972972973,5.263047362546463,-0.1455441386320665,2.2548095869011893,5,12,7
1979,3,8.821789321789321,21.191236212881236,9.21428571428571,4.6033939884482225,0.005227411033237206,2.5229828419306646,5,12,7
1979,4,9.47008547008547,24.83189554984427,10.1025641025641,4.983161200467457,-0.2011440687505479,2.3197166038970694,5,12,7
1979,5,9.592631857937986,27.046720848940716,10.4675324675325,5.2006461953242615,-0.262120817810788,2.243112816803972,5,12,7
1979,6,9.64416535845107,29.879187333871677,10.7628205128205,5.466185812234311,-0.30558779545571513,2.106568220201366,5,12,7
1979,7,9.346122448979592,31.62042782174094,10.72,5.623204408674909,-0.30572311774046357,2.1084688797380347,5,12,7
1979,8,9.309409888357253,31.187975193893088,10.7631578947368,5.5846195209605005,-0.31720652002336347,2.0854372775375913,5,12,7
1979,9,8.721334971334972,28.589769214154963,9.99324324324324,5.346940173048036,-0.2497572988564244,2.218270086320987,5,12,7
1979,10,8.241558441558439,26.747660651037272,9.55714285714286,5.171814058049387,-0.16633294698531076,2.2774819899688517,5,12,7
1979,11,9.725521885521891,28.810072314616434,10.9866666666667,5.3675014964708145,-0.45876867624684436,2.3464765654954625,5,12,7
1979,12,9.32488158261354,32.33857928326708,10.9459459459459,5.68670196891547,-0.3556011042949371,2.0652493508433056,5,12,7
1980,1,10.49332810047096,29.06125544952917,12,5.390849232683953,-0.5537546831328941,2.371893809300107,7.5,17,9.5
